ID, 1931452041
TEAM_TAG_RADIANT, 
TEAM_TAG_DIRE, 
WINNER, radiant
PLAYER, 0, :::::::DeaGle:::::::, 76561198182378962, npc_dota_hero_skywrath_mage, 2
PLAYER, 1, masterofnoobs, 76561198218034976, npc_dota_hero_centaur, 2
PLAYER, 2, Bilzz, 76561198127608771, npc_dota_hero_nevermore, 2
PLAYER, 3, Shahi, 76561198037650259, npc_dota_hero_shadow_shaman, 2
PLAYER, 4, IFancyDazzle, 76561198214309045, npc_dota_hero_bounty_hunter, 2
PLAYER, 5, ageralon, 76561198258618459, npc_dota_hero_storm_spirit, 3
PLAYER, 6, Gidro-Ponika, 76561198256089854, npc_dota_hero_doom_bringer, 3
PLAYER, 7, ЛопатыБольшеНет, 76561198042965540, npc_dota_hero_invoker, 3
PLAYER, 8, ЖЕКА, 76561198259649698, npc_dota_hero_drow_ranger, 3
PLAYER, 9, @ЛялиБольшеНет, 76561198007439771, npc_dota_hero_lion, 3
